0.00.679.183 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.00.679.188 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.00.679.191 W model has unused tensor blk.64.attn_q.weight (size = 43253760 bytes) -- ignoring
0.00.679.192 W model has unused tensor blk.64.attn_k.weight (size = 3604480 bytes) -- ignoring
0.00.679.193 W model has unused tensor blk.64.attn_v.weight (size = 3604480 bytes) -- ignoring
0.00.679.198 W model has unused tensor blk.64.attn_output.weight (size = 21626880 bytes) -- ignoring
0.00.679.199 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.679.201 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.679.202 W model has unused tensor blk.64.ffn_gate.weight (size = 61276160 bytes) -- ignoring
0.00.679.203 W model has unused tensor blk.64.ffn_down.weight (size = 61276160 bytes) -- ignoring
0.00.679.204 W model has unused tensor blk.64.ffn_up.weight (size = 61276160 bytes) -- ignoring
0.00.679.206 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 36044800 bytes) -- ignoring
0.00.679.208 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.00.679.209 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.00.679.213 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.01.629.248 I 
0.01.629.328 I system_info: n_threads = 16 (n_threads_batch = 16) / 32 | CUDA : ARCHS = 1200 | USE_GRAPHS = 1 | BLACKWELL_NATIVE_FP4 = 1 | CPU : SSE3 = 1 | SSSE3 = 1 | AVX = 1 | AVX_VNNI = 1 | AVX2 = 1 | F16C = 1 | FMA = 1 | BMI2 = 1 | AVX512 = 1 | AVX512_VBMI = 1 | AVX512_VNNI = 1 | AVX512_BF16 = 1 | LLAMAFILE = 1 | OPENMP = 1 | REPACK = 1 | 
0.01.632.957 I hellaswag_score : loaded 10042 tasks from prompt.
0.01.632.960 I ================================= is_spm = 0
0.01.632.961 I hellaswag_score : selecting 10042 randomized tasks.
0.04.304.506 I hellaswag_score : calculating hellaswag score over selected tasks.

task	acc_norm	95% confidence interval
6521	82.68670449%	[81.7492%, 83.5857%]
6522	82.68935909%	[81.7520%, 83.5883%]
6523	82.69201288%	[81.7548%, 83.5908%]
6524	82.69466585%	[81.7575%, 83.5933%]
6525	82.69731801%	[81.7603%, 83.5958%]
6526	82.68464603%	[81.7475%, 83.5834%]
6527	82.68729891%	[81.7502%, 83.5859%]
6528	82.68995098%	[81.7530%, 83.5884%]
6529	82.69260224%	[81.7558%, 83.5910%]
6530	82.69525268%	[81.7586%, 83.5935%]
6531	82.69790231%	[81.7614%, 83.5960%]
6532	82.68524189%	[81.7485%, 83.5835%]
6533	82.68789224%	[81.7513%, 83.5861%]
6534	82.69054178%	[81.7541%, 83.5886%]
6535	82.69319051%	[81.7568%, 83.5911%]
6536	82.69583843%	[81.7596%, 83.5936%]
6537	82.69848554%	[81.7624%, 83.5962%]
6538	82.70113184%	[81.7652%, 83.5987%]
6539	82.70377734%	[81.7679%, 83.6012%]
6540	82.70642202%	[81.7707%, 83.6037%]
6541	82.70906589%	[81.7735%, 83.6063%]
6542	82.71170896%	[81.7762%, 83.6088%]
6543	82.71435122%	[81.7790%, 83.6113%]
6544	82.71699267%	[81.7818%, 83.6138%]
6545	82.70435447%	[81.7690%, 83.6014%]
6546	82.70699664%	[81.7717%, 83.6039%]
6547	82.70963800%	[81.7745%, 83.6064%]
6548	82.71227856%	[81.7773%, 83.6089%]
6549	82.71491831%	[81.7800%, 83.6114%]
6550	82.71755725%	[81.7828%, 83.6140%]
6551	82.72019539%	[81.7856%, 83.6165%]
6552	82.72283272%	[81.7883%, 83.6190%]
6553	82.72546925%	[81.7911%, 83.6215%]
6554	82.71284712%	[81.7783%, 83.6091%]
6555	82.71548436%	[81.7810%, 83.6116%]
6556	82.71812081%	[81.7838%, 83.6141%]
6557	82.72075644%	[81.7866%, 83.6166%]
6558	82.72339128%	[81.7893%, 83.6191%]
6559	82.72602531%	[81.7921%, 83.6216%]
6560	82.72865854%	[81.7949%, 83.6242%]
6561	82.73129096%	[81.7976%, 83.6267%]
6562	82.73392258%	[81.8004%, 83.6292%]
6563	82.73655341%	[81.8031%, 83.6317%]
6564	82.73918342%	[81.8059%, 83.6342%]
6565	82.74181264%	[81.8086%, 83.6367%]
6566	82.72921109%	[81.7959%, 83.6243%]
6567	82.71661337%	[81.7831%, 83.6119%]
6568	82.71924482%	[81.7858%, 83.6144%]
6569	82.72187548%	[81.7886%, 83.6169%]
6570	82.72450533%	[81.7913%, 83.6194%]
6571	82.72713438%	[81.7941%, 83.6219%]
6572	82.72976263%	[81.7969%, 83.6244%]
6573	82.73239008%	[81.7996%, 83.6269%]
6574	82.73501673%	[81.8024%, 83.6294%]
6575	82.72243346%	[81.7896%, 83.6171%]
6576	82.72506083%	[81.7923%, 83.6196%]
6577	82.72768740%	[81.7951%, 83.6221%]
6578	82.71511098%	[81.7823%, 83.6097%]
6579	82.70253838%	[81.7696%, 83.5973%]
6580	82.68996960%	[81.7568%, 83.5850%]
6581	82.69259991%	[81.7596%, 83.5875%]
6582	82.68003646%	[81.7468%, 83.5751%]
6583	82.68266748%	[81.7496%, 83.5776%]
6584	82.68529769%	[81.7524%, 83.5801%]
6585	82.67274108%	[81.7396%, 83.5678%]
6586	82.67537200%	[81.7424%, 83.5703%]
6587	82.67800213%	[81.7451%, 83.5728%]
6588	82.66545234%	[81.7324%, 83.5604%]
6589	82.65290636%	[81.7197%, 83.5481%]
6590	82.65553869%	[81.7224%, 83.5506%]
6591	82.65817023%	[81.7252%, 83.5531%]
6592	82.66080097%	[81.7279%, 83.5556%]
6593	82.66343091%	[81.7307%, 83.5581%]
6594	82.65089475%	[81.7180%, 83.5458%]
6595	82.65352540%	[81.7207%, 83.5483%]
6596	82.64099454%	[81.7080%, 83.5360%]
6597	82.64362589%	[81.7108%, 83.5385%]
6598	82.64625644%	[81.7135%, 83.5410%]
6599	82.64888619%	[81.7163%, 83.5435%]
6600	82.65151515%	[81.7190%, 83.5460%]
6601	82.65414331%	[81.7218%, 83.5485%]
6602	82.65677068%	[81.7245%, 83.5510%]
6603	82.64425261%	[81.7118%, 83.5387%]
6604	82.64688068%	[81.7146%, 83.5412%]
6605	82.64950795%	[81.7174%, 83.5437%]
6606	82.65213442%	[81.7201%, 83.5462%]
6607	82.65476010%	[81.7229%, 83.5487%]
6608	82.64225182%	[81.7102%, 83.5364%]
6609	82.64487820%	[81.7129%, 83.5389%]
6610	82.64750378%	[81.7157%, 83.5414%]
6611	82.65012857%	[81.7184%, 83.5439%]
6612	82.63762855%	[81.7057%, 83.5316%]
6613	82.64025405%	[81.7085%, 83.5341%]
6614	82.64287874%	[81.7112%, 83.5366%]
6615	82.64550265%	[81.7140%, 83.5391%]
6616	82.64812576%	[81.7167%, 83.5416%]
6617	82.63563548%	[81.7041%, 83.5293%]
6618	82.63825929%	[81.7068%, 83.5318%]
6619	82.62577429%	[81.6941%, 83.5196%]
6620	82.62839879%	[81.6969%, 83.5221%]
6621	82.61591905%	[81.6842%, 83.5098%]
6622	82.61854425%	[81.6870%, 83.5123%]
6623	82.60606976%	[81.6743%, 83.5000%]
6624	82.60869565%	[81.6771%, 83.5025%]
6625	82.61132075%	[81.6798%, 83.5050%]
6626	82.61394506%	[81.6826%, 83.5075%]
6627	82.61656858%	[81.6853%, 83.5100%]
6628	82.60410380%	[81.6727%, 83.4978%]
6629	82.59164278%	[81.6600%, 83.4855%]
6630	82.59426848%	[81.6628%, 83.4880%]
6631	82.59689338%	[81.6655%, 83.4905%]
6632	82.59951749%	[81.6683%, 83.4930%]
6633	82.60214081%	[81.6710%, 83.4955%]
6634	82.60476334%	[81.6738%, 83.4980%]
6635	82.60738508%	[81.6765%, 83.5005%]
6636	82.61000603%	[81.6793%, 83.5030%]
6637	82.61262619%	[81.6820%, 83.5055%]
6638	82.61524556%	[81.6848%, 83.5080%]
6639	82.61786414%	[81.6875%, 83.5105%]
6640	82.62048193%	[81.6903%, 83.5130%]
6641	82.62309893%	[81.6930%, 83.5155%]
6642	82.61065944%	[81.6804%, 83.5032%]
6643	82.61327713%	[81.6831%, 83.5057%]
6644	82.61589404%	[81.6859%, 83.5082%]
6645	82.61851016%	[81.6886%, 83.5107%]
6646	82.62112549%	[81.6913%, 83.5132%]
6647	82.60869565%	[81.6787%, 83.5010%]
6648	82.61131167%	[81.6815%, 83.5035%]
6649	82.61392691%	[81.6842%, 83.5060%]
6650	82.61654135%	[81.6869%, 83.5085%]
6651	82.61915501%	[81.6897%, 83.5110%]
6652	82.62176789%	[81.6924%, 83.5135%]
6653	82.62437998%	[81.6952%, 83.5160%]
6654	82.62699128%	[81.6979%, 83.5184%]
6655	82.62960180%	[81.7006%, 83.5209%]
6656	82.61718750%	[81.6880%, 83.5087%]
6657	82.60477693%	[81.6754%, 83.4965%]
6658	82.60738961%	[81.6782%, 83.4990%]
6659	82.61000150%	[81.6809%, 83.5015%]
6660	82.61261261%	[81.6837%, 83.5040%]
6661	82.61522294%	[81.6864%, 83.5065%]
6662	82.61783248%	[81.6891%, 83.5090%]
6663	82.60543299%	[81.6765%, 83.4968%]
6664	82.60804322%	[81.6793%, 83.4992%]
6665	82.61065266%	[81.6820%, 83.5017%]
6666	82.61326133%	[81.6847%, 83.5042%]
6667	82.61586921%	[81.6875%, 83.5067%]
6668	82.61847630%	[81.6902%, 83.5092%]
6669	82.62108262%	[81.6929%, 83.5117%]
6670	82.62368816%	[81.6957%, 83.5142%]
6671	82.62629291%	[81.6984%, 83.5166%]
6672	82.62889688%	[81.7011%, 83.5191%]
6673	82.63150007%	[81.7038%, 83.5216%]
6674	82.63410249%	[81.7066%, 83.5241%]
6675	82.63670412%	[81.7093%, 83.5266%]
6676	82.63930497%	[81.7120%, 83.5291%]
6677	82.62692826%	[81.6995%, 83.5169%]
6678	82.62952980%	[81.7022%, 83.5194%]
6679	82.63213056%	[81.7049%, 83.5218%]
6680	82.63473054%	[81.7076%, 83.5243%]
6681	82.62236192%	[81.6951%, 83.5121%]
6682	82.60999701%	[81.6825%, 83.5000%]
6683	82.61259913%	[81.6853%, 83.5025%]
6684	82.61520048%	[81.6880%, 83.5049%]
6685	82.60284218%	[81.6755%, 83.4928%]
6686	82.60544421%	[81.6782%, 83.4953%]
6687	82.60804546%	[81.6809%, 83.4977%]
6688	82.61064593%	[81.6836%, 83.5002%]
6689	82.61324563%	[81.6864%, 83.5027%]
6690	82.60089686%	[81.6738%, 83.4905%]
6691	82.60349724%	[81.6766%, 83.4930%]
6692	82.60609683%	[81.6793%, 83.4955%]
6693	82.60869565%	[81.6820%, 83.4980%]
6694	82.61129370%	[81.6847%, 83.5005%]
6695	82.61389096%	[81.6874%, 83.5029%]
6696	82.61648746%	[81.6902%, 83.5054%]
6697	82.61908317%	[81.6929%, 83.5079%]
6698	82.60674828%	[81.6804%, 83.4958%]
6699	82.60934468%	[81.6831%, 83.4982%]
6700	82.61194030%	[81.6858%, 83.5007%]
6701	82.61453514%	[81.6885%, 83.5032%]
6702	82.61712922%	[81.6912%, 83.5057%]
6703	82.60480382%	[81.6787%, 83.4935%]
6704	82.59248210%	[81.6662%, 83.4814%]
6705	82.59507830%	[81.6690%, 83.4839%]
6706	82.58276171%	[81.6565%, 83.4718%]
6707	82.58535858%	[81.6592%, 83.4742%]
6708	82.58795468%	[81.6619%, 83.4767%]
6709	82.59055001%	[81.6646%, 83.4792%]
6710	82.59314456%	[81.6673%, 83.4817%]
6711	82.59573834%	[81.6700%, 83.4841%]
6712	82.59833135%	[81.6728%, 83.4866%]
6713	82.60092358%	[81.6755%, 83.4891%]
6714	82.60351504%	[81.6782%, 83.4916%]
6715	82.60610573%	[81.6809%, 83.4940%]
6716	82.60869565%	[81.6836%, 83.4965%]
6717	82.61128480%	[81.6863%, 83.4990%]
6718	82.61387318%	[81.6890%, 83.5014%]
6719	82.61646078%	[81.6917%, 83.5039%]
6720	82.61904762%	[81.6945%, 83.5064%]
6721	82.60675495%	[81.6820%, 83.4943%]
6722	82.60934246%	[81.6847%, 83.4967%]
6723	82.61192920%	[81.6874%, 83.4992%]
6724	82.61451517%	[81.6901%, 83.5017%]
6725	82.61710037%	[81.6928%, 83.5041%]
6726	82.61968481%	[81.6955%, 83.5066%]
6727	82.62226847%	[81.6982%, 83.5091%]
6728	82.60998811%	[81.6858%, 83.4970%]
6729	82.61257245%	[81.6885%, 83.4995%]
6730	82.61515602%	[81.6912%, 83.5019%]
6731	82.61773882%	[81.6939%, 83.5044%]
6732	82.62032086%	[81.6966%, 83.5068%]
6733	82.62290212%	[81.6993%, 83.5093%]
6734	82.62548263%	[81.7020%, 83.5118%]
6735	82.62806236%	[81.7047%, 83.5142%]
6736	82.63064133%	[81.7074%, 83.5167%]
6737	82.63321953%	[81.7101%, 83.5191%]
6738	82.63579697%	[81.7128%, 83.5216%]
6739	82.63837365%	[81.7155%, 83.5241%]
6740	82.62611276%	[81.7031%, 83.5120%]
6741	82.61385551%	[81.6906%, 83.4999%]
6742	82.61643429%	[81.6933%, 83.5024%]
6743	82.61901231%	[81.6960%, 83.5049%]
6744	82.62158956%	[81.6987%, 83.5073%]
6745	82.62416605%	[81.7014%, 83.5098%]
6746	82.62674177%	[81.7041%, 83.5122%]
6747	82.61449533%	[81.6917%, 83.5002%]
6748	82.60225252%	[81.6793%, 83.4881%]
6749	82.60483035%	[81.6820%, 83.4906%]
6750	82.60740741%	[81.6847%, 83.4930%]
6751	82.60998371%	[81.6874%, 83.4955%]
6752	82.61255924%	[81.6901%, 83.4980%]
6753	82.61513401%	[81.6928%, 83.5004%]
6754	82.61770802%	[81.6955%, 83.5029%]
6755	82.62028127%	[81.6982%, 83.5053%]
6756	82.62285376%	[81.7009%, 83.5078%]
6757	82.62542548%	[81.7035%, 83.5102%]
6758	82.62799645%	[81.7062%, 83.5127%]
6759	82.63056665%	[81.7089%, 83.5151%]
6760	82.63313609%	[81.7116%, 83.5176%]
6761	82.63570478%	[81.7143%, 83.5200%]
6762	82.63827270%	[81.7170%, 83.5225%]
6763	82.64083986%	[81.7197%, 83.5249%]
6764	82.64340627%	[81.7224%, 83.5274%]
6765	82.64597191%	[81.7251%, 83.5298%]
6766	82.64853680%	[81.7277%, 83.5323%]
6767	82.65110093%	[81.7304%, 83.5347%]
6768	82.65366430%	[81.7331%, 83.5372%]
6769	82.65622692%	[81.7358%, 83.5396%]
6770	82.65878877%	[81.7385%, 83.5421%]
6771	82.66134987%	[81.7412%, 83.5445%]
6772	82.64914353%	[81.7288%, 83.5325%]
6773	82.65170530%	[81.7315%, 83.5349%]
6774	82.65426631%	[81.7341%, 83.5374%]
6775	82.64206642%	[81.7218%, 83.5254%]
6776	82.62987013%	[81.7094%, 83.5134%]
6777	82.63243323%	[81.7121%, 83.5158%]
6778	82.63499557%	[81.7148%, 83.5183%]
6779	82.63755716%	[81.7174%, 83.5207%]
6780	82.64011799%	[81.7201%, 83.5231%]
6781	82.62793098%	[81.7078%, 83.5112%]
6782	82.61574757%	[81.6954%, 83.4992%]
6783	82.61831048%	[81.6981%, 83.5016%]
6784	82.60613208%	[81.6857%, 83.4896%]
6785	82.60869565%	[81.6884%, 83.4921%]
6786	82.61125847%	[81.6911%, 83.4945%]
6787	82.61382054%	[81.6938%, 83.4970%]
6788	82.61638185%	[81.6965%, 83.4994%]
6789	82.61894241%	[81.6992%, 83.5018%]
6790	82.62150221%	[81.7018%, 83.5043%]
6791	82.62406126%	[81.7045%, 83.5067%]
6792	82.62661955%	[81.7072%, 83.5092%]
6793	82.61445606%	[81.6949%, 83.4972%]
6794	82.61701501%	[81.6975%, 83.4996%]
6795	82.61957322%	[81.7002%, 83.5021%]
6796	82.62213067%	[81.7029%, 83.5045%]
6797	82.62468736%	[81.7056%, 83.5070%]
6798	82.62724331%	[81.7082%, 83.5094%]
6799	82.62979850%	[81.7109%, 83.5118%]
6800	82.63235294%	[81.7136%, 83.5143%]
6801	82.63490663%	[81.7163%, 83.5167%]
6802	82.63745957%	[81.7189%, 83.5191%]
6803	82.64001176%	[81.7216%, 83.5216%]
6804	82.62786596%	[81.7093%, 83.5096%]
6805	82.63041881%	[81.7120%, 83.5121%]
6806	82.63297091%	[81.7146%, 83.5145%]
6807	82.62083150%	[81.7023%, 83.5025%]
6808	82.62338425%	[81.7050%, 83.5050%]
6809	82.62593626%	[81.7077%, 83.5074%]
6810	82.62848752%	[81.7103%, 83.5099%]
6811	82.63103803%	[81.7130%, 83.5123%]
6812	82.63358779%	[81.7157%, 83.5147%]
6813	82.63613680%	[81.7183%, 83.5172%]
6814	82.62400939%	[81.7060%, 83.5052%]
6815	82.62655906%	[81.7087%, 83.5076%]
6816	82.62910798%	[81.7114%, 83.5101%]
6817	82.61698694%	[81.6991%, 83.4981%]
6818	82.61953652%	[81.7018%, 83.5006%]
6819	82.62208535%	[81.7044%, 83.5030%]
6820	82.60997067%	[81.6921%, 83.4911%]
6821	82.61252016%	[81.6948%, 83.4935%]
6822	82.61506889%	[81.6975%, 83.4960%]
6823	82.61761688%	[81.7001%, 83.4984%]
6824	82.62016413%	[81.7028%, 83.5008%]
6825	82.62271062%	[81.7055%, 83.5032%]
6826	82.62525637%	[81.7081%, 83.5057%]
6827	82.62780138%	[81.7108%, 83.5081%]
6828	82.63034564%	[81.7135%, 83.5105%]
6829	82.63288915%	[81.7161%, 83.5130%]
6830	82.63543192%	[81.7188%, 83.5154%]
6831	82.63797394%	[81.7214%, 83.5178%]
6832	82.64051522%	[81.7241%, 83.5202%]
6833	82.64305576%	[81.7268%, 83.5227%]
6834	82.64559555%	[81.7294%, 83.5251%]
6835	82.63350402%	[81.7172%, 83.5132%]
6836	82.63604447%	[81.7198%, 83.5156%]
6837	82.62395788%	[81.7076%, 83.5037%]
6838	82.62649898%	[81.7102%, 83.5061%]
6839	82.62903933%	[81.7129%, 83.5086%]
6840	82.63157895%	[81.7155%, 83.5110%]
6841	82.63411782%	[81.7182%, 83.5134%]
6842	82.63665595%	[81.7209%, 83.5158%]
6843	82.63919334%	[81.7235%, 83.5183%]
6844	82.64172998%	[81.7262%, 83.5207%]
6845	82.64426589%	[81.7288%, 83.5231%]
6846	82.64680105%	[81.7315%, 83.5255%]
6847	82.64933548%	[81.7341%, 83.5279%]
6848	82.65186916%	[81.7368%, 83.5303%]
6849	82.63980143%	[81.7245%, 83.5185%]
6850	82.64233577%	[81.7272%, 83.5209%]
6851	82.64486936%	[81.7298%, 83.5233%]
6852	82.64740222%	[81.7325%, 83.5257%]
6853	82.64993434%	[81.7351%, 83.5281%]
6854	82.65246571%	[81.7378%, 83.5306%]
6855	82.65499635%	[81.7404%, 83.5330%]
6856	82.65752625%	[81.7431%, 83.5354%]
6857	82.66005542%	[81.7457%, 83.5378%]
6858	82.66258384%	[81.7484%, 83.5402%]
6859	82.65053215%	[81.7362%, 83.5283%]
6860	82.65306122%	[81.7388%, 83.5308%]
6861	82.65558956%	[81.7415%, 83.5332%]
6862	82.65811717%	[81.7441%, 83.5356%]
6863	82.66064403%	[81.7467%, 83.5380%]
6864	82.66317016%	[81.7494%, 83.5404%]
6865	82.66569556%	[81.7520%, 83.5428%]
6866	82.65365569%	[81.7398%, 83.5310%]
6867	82.65618174%	[81.7425%, 83.5334%]
6868	82.65870705%	[81.7451%, 83.5358%]
6869	82.66123162%	[81.7478%, 83.5382%]
6870	82.66375546%	[81.7504%, 83.5406%]
6871	82.66627856%	[81.7530%, 83.5430%]
6872	82.66880093%	[81.7557%, 83.5454%]
6873	82.67132257%	[81.7583%, 83.5478%]
6874	82.67384347%	[81.7610%, 83.5502%]
6875	82.67636364%	[81.7636%, 83.5526%]
6876	82.66433973%	[81.7514%, 83.5408%]
6877	82.66686055%	[81.7540%, 83.5432%]
6878	82.66938063%	[81.7567%, 83.5456%]
6879	82.67189999%	[81.7593%, 83.5480%]
6880	82.65988372%	[81.7471%, 83.5362%]
6881	82.66240372%	[81.7498%, 83.5386%]
6882	82.66492299%	[81.7524%, 83.5410%]
6883	82.66744152%	[81.7550%, 83.5434%]
6884	82.66995933%	[81.7577%, 83.5458%]
6885	82.65795207%	[81.7455%, 83.5340%]
6886	82.64594830%	[81.7333%, 83.5222%]
6887	82.64846813%	[81.7360%, 83.5246%]
6888	82.65098722%	[81.7386%, 83.5270%]
6889	82.65350559%	[81.7412%, 83.5294%]
6890	82.65602322%	[81.7439%, 83.5318%]
6891	82.64402844%	[81.7317%, 83.5200%]
6892	82.64654672%	[81.7343%, 83.5224%]
6893	82.64906427%	[81.7370%, 83.5248%]
6894	82.65158109%	[81.7396%, 83.5272%]
6895	82.63959391%	[81.7274%, 83.5154%]
6896	82.64211137%	[81.7301%, 83.5178%]
6897	82.63012904%	[81.7179%, 83.5060%]
6898	82.63264714%	[81.7206%, 83.5084%]
6899	82.63516452%	[81.7232%, 83.5108%]
6900	82.63768116%	[81.7258%, 83.5132%]
6901	82.64019707%	[81.7285%, 83.5156%]
6902	82.64271226%	[81.7311%, 83.5180%]
6903	82.64522671%	[81.7337%, 83.5204%]
6904	82.63325608%	[81.7216%, 83.5086%]
6905	82.63577118%	[81.7242%, 83.5110%]
6906	82.62380539%	[81.7121%, 83.4992%]
6907	82.62632112%	[81.7147%, 83.5016%]
6908	82.62883613%	[81.7174%, 83.5041%]
6909	82.61687654%	[81.7052%, 83.4923%]
6910	82.61939219%	[81.7079%, 83.4947%]
6911	82.62190710%	[81.7105%, 83.4971%]
6912	82.62442130%	[81.7131%, 83.4995%]
6913	82.62693476%	[81.7158%, 83.5019%]
6914	82.61498409%	[81.7036%, 83.4901%]
6915	82.61749819%	[81.7063%, 83.4925%]
6916	82.62001157%	[81.7089%, 83.4949%]
6917	82.62252422%	[81.7115%, 83.4973%]
6918	82.61058109%	[81.6994%, 83.4856%]
6919	82.61309438%	[81.7020%, 83.4880%]
6920	82.60115607%	[81.6899%, 83.4762%]
6921	82.58922121%	[81.6778%, 83.4645%]
6922	82.59173649%	[81.6805%, 83.4669%]
6923	82.59425105%	[81.6831%, 83.4693%]
6924	82.59676488%	[81.6857%, 83.4717%]
6925	82.58483755%	[81.6736%, 83.4599%]
6926	82.58735201%	[81.6763%, 83.4623%]
6927	82.58986574%	[81.6789%, 83.4647%]
6928	82.57794457%	[81.6668%, 83.4530%]
6929	82.58045894%	[81.6694%, 83.4554%]
6930	82.58297258%	[81.6721%, 83.4578%]
6931	82.57105757%	[81.6600%, 83.4460%]
6932	82.57357184%	[81.6626%, 83.4484%]
6933	82.57608539%	[81.6652%, 83.4508%]
6934	82.56417652%	[81.6532%, 83.4391%]
6935	82.56669070%	[81.6558%, 83.4415%]
6936	82.55478662%	[81.6437%, 83.4298%]
6937	82.55730143%	[81.6464%, 83.4322%]
6938	82.55981551%	[81.6490%, 83.4346%]
6939	82.56232887%	[81.6516%, 83.4370%]
6940	82.55043228%	[81.6396%, 83.4253%]
6941	82.55294626%	[81.6422%, 83.4277%]
6942	82.55545952%	[81.6448%, 83.4301%]
6943	82.55797206%	[81.6474%, 83.4325%]
6944	82.56048387%	[81.6501%, 83.4349%]
6945	82.56299496%	[81.6527%, 83.4373%]
6946	82.56550533%	[81.6553%, 83.4397%]
6947	82.56801497%	[81.6579%, 83.4421%]
6948	82.55613126%	[81.6459%, 83.4304%]
6949	82.55864153%	[81.6485%, 83.4328%]
6950	82.56115108%	[81.6512%, 83.4352%]
6951	82.54927349%	[81.6391%, 83.4235%]
6952	82.55178366%	[81.6417%, 83.4259%]
6953	82.55429311%	[81.6444%, 83.4283%]
6954	82.55680184%	[81.6470%, 83.4307%]
6955	82.54493170%	[81.6349%, 83.4190%]
6956	82.54744106%	[81.6376%, 83.4214%]
6957	82.54994969%	[81.6402%, 83.4238%]
6958	82.55245760%	[81.6428%, 83.4262%]
6959	82.55496479%	[81.6454%, 83.4286%]
6960	82.55747126%	[81.6481%, 83.4310%]
6961	82.55997701%	[81.6507%, 83.4333%]
6962	82.54811836%	[81.6387%, 83.4217%]
6963	82.55062473%	[81.6413%, 83.4241%]
6964	82.55313038%	[81.6439%, 83.4265%]
6965	82.55563532%	[81.6465%, 83.4289%]
6966	82.55813953%	[81.6491%, 83.4312%]
6967	82.56064303%	[81.6518%, 83.4336%]
6968	82.56314581%	[81.6544%, 83.4360%]
6969	82.56564787%	[81.6570%, 83.4384%]
6970	82.56814921%	[81.6596%, 83.4408%]
6971	82.55630469%	[81.6476%, 83.4291%]
6972	82.54446357%	[81.6356%, 83.4175%]
6973	82.54696687%	[81.6382%, 83.4199%]
6974	82.53513048%	[81.6262%, 83.4082%]
6975	82.52329749%	[81.6142%, 83.3966%]
6976	82.52580275%	[81.6168%, 83.3990%]
6977	82.52830730%	[81.6195%, 83.4014%]
6978	82.53081112%	[81.6221%, 83.4037%]
6979	82.53331423%	[81.6247%, 83.4061%]
6980	82.53581662%	[81.6273%, 83.4085%]
6981	82.53831829%	[81.6299%, 83.4109%]
6982	82.54081925%	[81.6326%, 83.4133%]
6983	82.52899900%	[81.6206%, 83.4017%]
6984	82.53150057%	[81.6232%, 83.4041%]
6985	82.51968504%	[81.6112%, 83.3924%]
6986	82.50787289%	[81.5992%, 83.3808%]
6987	82.51037641%	[81.6018%, 83.3832%]
6988	82.49856898%	[81.5899%, 83.3716%]
6989	82.50107311%	[81.5925%, 83.3739%]
6990	82.50357654%	[81.5951%, 83.3763%]
6991	82.50607924%	[81.5977%, 83.3787%]
6992	82.50858124%	[81.6003%, 83.3811%]
6993	82.51108251%	[81.6030%, 83.3835%]
6994	82.49928510%	[81.5910%, 83.3719%]
6995	82.50178699%	[81.5936%, 83.3743%]
6996	82.48999428%	[81.5817%, 83.3627%]
6997	82.49249678%	[81.5843%, 83.3651%]
6998	82.49499857%	[81.5869%, 83.3674%]
6999	82.49749964%	[81.5895%, 83.3698%]
7000	82.50000000%	[81.5921%, 83.3722%]
7001	82.50249964%	[81.5947%, 83.3746%]
7002	82.49071694%	[81.5828%, 83.3630%]
7003	82.49321719%	[81.5854%, 83.3654%]
7004	82.49571673%	[81.5880%, 83.3678%]
7005	82.49821556%	[81.5906%, 83.3702%]
7006	82.50071367%	[81.5933%, 83.3726%]
7007	82.50321107%	[81.5959%, 83.3749%]
7008	82.50570776%	[81.5985%, 83.3773%]
7009	82.50820374%	[81.6011%, 83.3797%]
7010	82.51069900%	[81.6037%, 83.3821%]
7011	82.51319355%	[81.6063%, 83.3845%]
7012	82.51568739%	[81.6089%, 83.3869%]
7013	82.51818052%	[81.6115%, 83.3892%]
7014	82.52067294%	[81.6141%, 83.3916%]
7015	82.52316465%	[81.6167%, 83.3940%]
7016	82.52565564%	[81.6193%, 83.3964%]
7017	82.51389483%	[81.6074%, 83.3848%]
7018	82.51638643%	[81.6100%, 83.3872%]
7019	82.50463029%	[81.5981%, 83.3756%]
7020	82.50712251%	[81.6007%, 83.3780%]
7021	82.49537103%	[81.5888%, 83.3664%]
7022	82.49786386%	[81.5914%, 83.3688%]
7023	82.50035597%	[81.5940%, 83.3712%]
7024	82.48861048%	[81.5821%, 83.3596%]
7025	82.49110320%	[81.5847%, 83.3620%]
7026	82.47936237%	[81.5728%, 83.3504%]
7027	82.48185570%	[81.5754%, 83.3528%]
7028	82.48434832%	[81.5780%, 83.3552%]
7029	82.48684023%	[81.5806%, 83.3576%]
7030	82.48933144%	[81.5832%, 83.3599%]
7031	82.49182193%	[81.5858%, 83.3623%]
7032	82.49431172%	[81.5884%, 83.3647%]
7033	82.49680080%	[81.5910%, 83.3671%]
7034	82.49928917%	[81.5936%, 83.3695%]
